"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","intro","joaff5","joagg5","joinc5","jonon4","jonon5","jorew4","jorew5","joself4","joself5","josex4","josex5","imgaff1","imgaff2","imgagg1","imgagg2","imginc1","imginc2","imgnon1","imgnon2","imgrew1","imgrew2","imgsex1","imgsex2","vidaff5","vidaff4","vidagg3","vidagg4","vidinc3","vidinc4","vidnon3","vidnon4","vidrew3","vidself3","vidsex2","vidsex3","attention_check","cheerfulness_1","cheerfulness_4","cheerfulness_5","cheerfulness_6","cheerfulness_7","cheerfulness_8","cheerfulness_9","cheerfulness_10","cheerfulness_11","cheerfulness_12","cheerfulness_13","cheerfulness_14","cheerfulness_15","cheerfulness_16","cheerfulness_17","cheerfulness_19","cheerfulness_20","cheerfulness_21","cheerfulness_23","cheerfulness_24","gender","age","techissues","vidaudCHECK","comment"
"2021-01-28 03:08:02","2021-01-28 03:17:27","0","IP0.475637933956091","100","565","1","2021-01-28 03:17:27","ID-0.513169729524729","","","","","53.7606048583984375","-0.3733978271484375","anonymous","EN","4","2","3","2","3","3","3","3","1","2","2","4","2","1","2","2","3","1","4","4","1","3","2","3","2","1","3","5","4","4","5","1","2","3","3","2","3","4","2","2","3","4","2","3","4","4","3","2","4","4","4","3","4","4","3","3","3","5","24","1","1",""
"2021-01-28 03:03:51","2021-01-28 03:17:37","0","IP-0.121661245936271","100","826","1","2021-01-28 03:17:38","ID1.52682431958385","","","","","-37.8809967041015625","145.062713623046875","anonymous","EN","4","6","7","5","4","5","6","6","1","5","4","2","6","2","4","3","7","5","5","1","5","6","4","4","1","5","1","6","3","5","4","6","5","1","4","1","3","2","3","4","3","3","3","4","4","3","4","3","4","3","4","2","3","3","3","4","3","4","24","1","1",""
"2021-01-28 03:04:37","2021-01-28 03:17:50","0","IP-0.0377869636359158","100","792","1","2021-01-28 03:17:50","ID0.686956990955861","","","","","51.441192626953125","-0.1833038330078125","anonymous","EN","4","2","6","4","1","5","1","4","5","6","2","6","5","5","7","6","5","4","6","5","5","6","6","5","4","5","4","7","5","5","2","5","5","6","6","5","2","3","4","4","3","3","4","3","3","2","4","3","3","3","3","2","3","3","3","3","4","4","20","1","1","I think the first part should have neutral option"
"2021-01-28 03:03:45","2021-01-28 03:18:23","0","IP0.709567214376608","100","877","1","2021-01-28 03:18:24","ID-0.917646708467219","","","","","51.600006103515625","-0.1667022705078125","anonymous","EN","4","4","6","3","3","4","3","1","2","3","6","3","5","1","4","2","4","5","2","1","3","4","5","4","2","5","4","4","1","3","5","4","4","2","5","2","3","2","3","4","3","3","2","4","3","1","4","3","3","3","4","2","3","2","3","3","2","4","28","1","1",""
"2021-01-28 03:02:46","2021-01-28 03:18:26","0","IP0.222820293805783","100","939","1","2021-01-28 03:18:26","ID-1.09417161845609","","","","","49.94110107421875","-97.05780029296875","anonymous","EN","4","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","3","1","3","1","4","1","3","1","1","2","1","3","2","2","4","2","2","2","1","3","2","3","3","3","3","3","2","2","2","3","3","2","5","38","1","1",""
"2021-01-28 03:07:30","2021-01-28 03:18:35","0","IP-1.42279286791905","100","664","1","2021-01-28 03:18:36","ID-0.492643562695826","","","","","53.8365936279296875","-1.6360015869140625","anonymous","EN","4","6","1","1","1","1","2","2","1","2","1","1","1","1","1","1","6","1","7","1","1","1","1","1","1","6","7","5","1","1","1","1","1","1","1","1","3","1","1","2","2","1","2","3","3","1","2","2","1","3","2","1","1","2","1","3","2","4","25","2","1","The technical issues were just slow internet on my part. Videos played in full eventually but with a lot of stuttering which may have affected the humor. It was the last three videos."
"2021-01-28 03:09:00","2021-01-28 03:18:39","0","IP-1.97622756789182","100","578","1","2021-01-28 03:18:39","ID0.333445171789862","","","","","51.57879638671875","-0.123504638671875","anonymous","EN","4","4","4","5","6","4","5","5","3","1","5","5","6","5","5","3","6","4","6","5","6","5","5","5","1","2","1","6","6","5","2","6","4","3","5","4","3","3","4","4","4","4","3","4","4","4","4","3","2","3","4","3","3","4","2","4","4","4","32","1","1",""
"2021-01-28 03:01:44","2021-01-28 03:18:45","0","IP0.489919022497644","100","1021","1","2021-01-28 03:18:46","ID0.242911456700974","","","","","51.63330078125","-0.1833038330078125","anonymous","EN","4","1","1","7","1","1","1","7","4","1","4","7","7","7","7","1","2","1","7","7","4","1","7","7","2","2","2","1","1","7","1","2","5","7","7","7","3","1","2","1","4","4","2","4","4","4","4","2","1","4","4","1","1","2","2","4","4","4","45","1","1",""
"2021-01-28 03:08:20","2021-01-28 03:18:54","0","IP-0.941145021887529","100","633","1","2021-01-28 03:18:54","ID-0.868429267190189","","","","","50.81280517578125","-1.9748992919921875","anonymous","EN","4","3","3","4","3","2","4","2","3","4","4","2","3","3","4","3","5","3","5","1","5","6","4","3","4","5","3","4","4","5","3","4","3","2","6","3","3","3","3","4","3","4","3","4","3","4","4","3","3","4","3","3","3","3","3","3","3","4","31","1","1",""
"2021-01-28 03:07:23","2021-01-28 03:19:06","0","IP1.08239327123283","100","702","1","2021-01-28 03:19:06","ID0.246816361036622","","","","","53.8307037353515625","-1.7292022705078125","anonymous","EN","4","4","1","6","2","2","2","1","1","5","2","3","6","4","4","2","6","2","1","1","4","5","6","2","1","1","2","6","3","3","4","5","5","1","5","2","3","3","2","2","3","2","2","3","3","2","3","2","1","4","3","4","2","2","3","3","3","4","27","1","1",""
"2021-01-28 03:10:11","2021-01-28 03:19:07","0","IP-1.1077214768288","100","536","1","2021-01-28 03:19:07","ID-0.471951949762293","","","","","52.4803009033203125","-1.88409423828125","anonymous","EN","4","5","6","2","2","1","2","2","1","2","3","7","4","2","3","1","5","2","1","2","1","5","4","4","1","5","6","6","2","1","6","5","1","1","6","1","3","3","4","4","3","3","4","3","3","4","3","4","3","3","3","3","3","3","3","3","3","4","29","1","1",""
"2021-01-28 03:06:55","2021-01-28 03:19:09","0","IP0.800062710548449","100","733","1","2021-01-28 03:19:09","ID0.076827836311722","","","","","51.1410064697265625","0.8238067626953125","anonymous","EN","4","2","3","3","1","5","3","5","2","7","7","2","2","1","5","4","7","3","7","4","2","2","1","2","1","1","7","4","6","7","3","6","4","1","7","3","3","3","4","3","3","3","4","4","4","3","4","4","3","3","4","3","3","3","4","4","4","4","24","1","1",""
"2021-01-28 03:08:03","2021-01-28 03:19:17","0","IP-0.686426407817056","100","674","1","2021-01-28 03:19:17","ID-0.652819874354747","","","","","51.268707275390625","0.5782928466796875","anonymous","EN","4","1","4","4","2","2","2","5","1","1","3","4","2","1","4","2","2","4","6","5","4","1","2","1","1","1","3","7","2","4","5","6","1","1","6","1","3","3","2","2","2","2","2","2","3","3","3","3","2","2","3","2","2","2","2","2","2","5","30","1","1",""
"2021-01-28 03:07:01","2021-01-28 03:19:18","0","IP-0.121184316974621","100","736","1","2021-01-28 03:19:18","ID0.285926516180953","","","","","52.2776947021484375","-0.828399658203125","anonymous","EN","4","3","5","5","4","1","4","1","2","4","6","2","5","5","6","3","5","4","5","5","5","5","5","1","1","2","2","5","3","4","3","6","5","6","5","5","3","2","1","3","1","2","2","3","3","1","3","2","3","2","3","3","2","2","3","3","1","5","34","1","1",""
"2021-01-28 03:10:26","2021-01-28 03:19:25","0","IP0.00516552006046779","100","538","1","2021-01-28 03:19:25","ID-1.32294949298308","","","","","50.71429443359375","-1.8816070556640625","anonymous","EN","4","3","6","3","3","6","3","5","3","4","4","5","5","6","6","3","3","4","5","2","5","3","6","3","1","4","7","4","2","3","3","5","3","4","5","1","3","3","3","3","3","3","2","3","3","3","3","3","2","3","4","2","3","3","3","3","3","5","27","1","1","Some of the videos were very big and filled the whole screen so were difficult to watch, other than that all worked well."
"2021-01-28 03:10:44","2021-01-28 03:19:48","0","IP-0.540178766257463","100","543","1","2021-01-28 03:19:48","ID-2.02653378177747","","","","","51.57879638671875","-0.123504638671875","anonymous","EN","4","3","6","3","3","4","5","4","2","4","4","4","7","7","4","2","4","2","3","5","1","6","6","2","1","2","1","6","4","3","7","2","2","2","4","2","3","2","2","3","2","2","3","2","3","2","2","2","2","2","2","2","2","2","2","2","3","5","42","1","1","The Seinfeld Video was hilarious."
"2021-01-28 03:13:02","2021-01-28 03:20:29","0","IP-0.578223393438494","100","446","1","2021-01-28 03:20:29","ID-1.58581169956593","","","","","53.3202056884765625","-2.14129638671875","anonymous","EN","4","3","3","3","3","2","3","2","1","3","4","2","4","1","2","2","3","2","5","2","2","1","3","2","1","2","4","5","4","2","4","3","2","3","4","3","3","2","2","2","2","3","2","2","3","3","3","2","3","2","3","2","3","3","1","3","2","5","23","1","1",""
"2021-01-28 03:11:52","2021-01-28 03:20:31","0","IP-2.3915398822543","100","519","1","2021-01-28 03:20:32","ID-1.17147567815205","","","","","50.912994384765625","0.346405029296875","anonymous","EN","4","6","7","2","1","1","6","1","1","4","1","6","6","5","5","4","3","6","2","1","1","5","6","1","1","6","6","4","5","3","5","1","2","2","6","3","","1","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","4","64","1","1",""
"2021-01-28 03:11:32","2021-01-28 03:20:41","0","IP0.184771458833445","100","549","1","2021-01-28 03:20:42","ID1.79204300178942","","","","","51.139801025390625","-0.12060546875","anonymous","EN","4","1","3","1","1","1","2","2","1","1","4","2","3","3","4","1","3","6","1","1","2","5","5","4","1","5","4","6","3","5","1","5","5","5","5","1","3","2","2","3","2","3","2","2","3","3","2","1","1","3","3","1","1","2","3","2","2","4","22","1","1",""
"2021-01-28 03:07:35","2021-01-28 03:20:43","0","IP0.925834744048807","100","788","1","2021-01-28 03:20:43","ID-0.0727063365713931","","","","","53.64129638671875","-2.6692047119140625","anonymous","EN","4","1","6","1","1","7","1","7","1","6","1","4","4","5","1","2","7","2","1","1","1","6","7","4","1","3","1","3","4","1","1","2","1","1","3","1","3","3","3","2","2","3","2","2","3","3","3","2","2","3","3","2","2","2","4","3","2","4","52","1","1",""
"2021-01-28 03:11:32","2021-01-28 03:20:44","0","IP-0.766366144416898","100","551","1","2021-01-28 03:20:44","ID-1.43841685204239","","","","","51.3188018798828125","-2.203399658203125","anonymous","EN","4","2","4","5","2","1","6","6","1","5","2","1","5","7","3","4","7","4","3","1","7","7","7","5","3","6","5","6","5","6","3","7","6","3","6","1","3","2","3","4","2","3","2","3","3","4","3","3","2","3","3","3","2","2","3","3","3","4","42","1","1",""
"2021-01-28 03:01:13","2021-01-28 03:20:54","0","IP-0.58884746732522","100","1180","1","2021-01-28 03:20:55","ID-0.163238525382716","","","","","51.596099853515625","0.2852020263671875","anonymous","EN","4","4","7","4","2","4","1","1","1","2","5","7","5","1","6","1","7","7","1","7","6","6","4","5","2","2","4","3","6","4","2","7","4","4","7","1","","3","1","2","2","2","2","1","1","2","1","2","2","1","2","3","1","2","2","2","2","4","31","2","1","The last video was glitching"
"2021-01-28 03:08:44","2021-01-28 03:20:56","0","IP0.19981668100545","100","732","1","2021-01-28 03:20:56","ID-0.498503558862541","","","","","38.61700439453125","-90.25659942626953125","anonymous","EN","4","3","1","5","1","1","1","5","1","1","5","4","4","5","4","4","6","7","2","1","1","1","7","1","2","4","5","7","2","1","2","1","2","4","7","1","3","2","4","4","3","3","3","4","4","3","3","4","3","4","4","2","3","3","4","4","4","4","27","1","1",""
"2021-01-28 03:04:42","2021-01-28 03:21:06","0","IP0.947262453172988","100","984","1","2021-01-28 03:21:06","ID0.871118046138941","","","","","51.9221954345703125","-2.0509033203125","anonymous","EN","4","2","4","3","2","4","1","1","4","5","1","5","7","5","1","4","3","7","4","6","5","5","6","7","6","5","1","7","6","2","4","4","5","4","7","5","3","3","4","4","4","4","4","4","4","3","4","4","3","3","3","3","4","4","4","3","4","4","40","1","1","would love to know how others found the jokes and videos funny or not"
"2021-01-28 03:09:41","2021-01-28 03:21:07","0","IP1.51220513365624","100","685","1","2021-01-28 03:21:07","ID-0.203284298072168","","","","","50.8430938720703125","-1.063995361328125","anonymous","EN","4","4","5","5","2","2","2","4","2","5","6","4","4","5","5","2","2","6","6","1","6","4","4","3","1","6","5","3","6","3","4","5","5","2","5","1","3","3","4","4","4","4","3","4","4","4","4","3","2","4","4","3","3","4","4","3","3","4","22","1","1",""
"2021-01-28 03:11:59","2021-01-28 03:21:16","0","IP-0.303732573821207","100","556","1","2021-01-28 03:21:16","ID0.749532721260037","","","","","55.010101318359375","-1.881805419921875","anonymous","EN","4","2","2","2","1","1","2","1","1","3","4","2","2","5","5","3","5","2","2","1","5","2","6","6","1","5","4","6","2","5","4","5","2","5","7","1","3","3","4","4","3","3","3","4","4","2","4","3","4","4","4","3","3","2","4","2","3","4","56","1","1",""
"2021-01-28 03:06:56","2021-01-28 03:21:20","0","IP0.432958900695188","100","863","1","2021-01-28 03:21:20","ID0.481284337476733","","","","","51.3643951416015625","-0.0923004150390625","anonymous","EN","4","2","3","3","1","1","2","2","2","3","3","3","3","3","1","1","1","1","4","4","3","2","3","3","5","6","7","3","2","1","1","1","2","5","5","1","3","2","3","4","2","3","3","4","4","4","4","3","3","3","3","3","4","3","4","3","3","5","28","1","1",""
"2021-01-28 03:13:06","2021-01-28 03:21:21","0","IP1.82354558798072","100","495","1","2021-01-28 03:21:21","ID-0.496885150203295","","","","","37.26019287109375","-8.2866973876953125","anonymous","EN","4","6","1","6","1","7","6","7","1","1","7","7","7","6","6","1","7","4","7","6","7","3","7","7","7","2","3","7","7","6","7","6","7","7","6","7","3","4","3","4","4","2","4","3","4","4","3","4","3","4","3","3","4","4","4","3","3","5","22","1","1",""
"2021-01-28 03:12:29","2021-01-28 03:21:27","0","IP0.660210885656315","100","537","1","2021-01-28 03:21:28","ID-0.646511363200921","","","","","-33.9257965087890625","18.4232025146484375","anonymous","EN","4","5","5","6","7","4","2","1","1","3","3","4","4","6","2","3","6","2","5","5","5","3","2","2","1","2","1","5","4","1","6","2","3","2","3","1","3","1","2","1","1","1","1","1","2","1","2","1","1","3","2","1","1","1","3","3","1","5","30","1","1",""
"2021-01-28 03:10:08","2021-01-28 03:21:34","0","IP-1.83398498618802","100","685","1","2021-01-28 03:21:34","ID-1.52610616716405","","","","","51.520904541015625","-3.0915069580078125","anonymous","EN","4","3","2","2","1","2","2","4","2","3","1","4","3","3","2","1","3","2","3","1","2","2","4","4","1","2","5","3","2","2","2","3","1","2","2","1","3","3","2","1","2","2","1","2","2","2","2","2","2","2","2","1","2","2","3","3","2","5","32","1","1",""
"2021-01-28 03:13:50","2021-01-28 03:21:37","0","IP0.764951894189312","100","467","1","2021-01-28 03:21:37","ID-0.914811331529679","","","","","54.5709991455078125","-1.3159942626953125","anonymous","EN","4","5","6","6","1","1","4","6","5","1","6","6","6","5","5","1","3","2","1","5","4","1","6","6","1","5","5","4","4","5","4","2","1","1","1","2","3","3","2","3","3","3","2","2","3","2","2","3","2","2","3","2","2","3","2","3","3","5","40","1","1",""
"2021-01-28 03:08:16","2021-01-28 03:21:38","0","IP1.51152702148995","100","802","1","2021-01-28 03:21:39","ID-0.187694506118902","","","","","51.5395965576171875","-3.5937957763671875","anonymous","EN","4","1","3","1","1","1","5","1","1","1","3","4","3","3","4","1","6","1","6","2","2","3","3","4","3","2","5","5","4","2","4","4","2","3","5","1","3","1","2","2","1","1","2","2","2","2","4","1","2","2","3","1","1","1","2","2","3","4","23","1","1",""
"2021-01-28 03:10:54","2021-01-28 03:21:44","0","IP0.916543396844157","100","650","1","2021-01-28 03:21:45","ID0.426928156909878","","","","","51.5164031982421875","-0.0930023193359375","anonymous","EN","4","1","6","4","2","2","5","3","1","6","4","5","3","5","5","2","7","2","2","1","1","5","6","3","1","7","3","4","3","2","3","4","2","2","4","1","3","1","3","3","3","3","2","4","4","3","3","2","3","3","3","3","2","2","4","3","3","4","32","1","1",NA
"2021-01-28 03:09:54","2021-01-28 03:21:55","0","IP-0.491927367555941","100","720","1","2021-01-28 03:21:55","ID2.72349376771933","","","","","51.43170166015625","-0.4575958251953125","anonymous","EN","4","1","6","6","5","1","5","5","1","1","4","6","7","3","6","5","6","2","3","2","7","5","3","6","1","3","3","5","3","5","6","5","6","5","4","2","2","3","3","3","3","2","2","2","3","3","2","3","4","4","4","3","3","2","3","3","3","5","24","1","1",""
"2021-01-28 03:12:41","2021-01-28 03:21:57","0","IP0.395736002686181","100","556","1","2021-01-28 03:21:58","ID-1.25246752652312","","","","","52.7449951171875","-2.75360107421875","anonymous","EN","4","1","2","4","1","1","2","2","2","1","2","4","4","4","2","1","2","3","2","1","5","1","3","4","2","5","3","2","2","4","2","1","1","2","6","1","3","2","3","2","2","2","2","2","3","3","3","3","3","3","3","2","2","3","4","3","2","4","32","1","1",""
"2021-01-28 03:08:03","2021-01-28 03:22:26","0","IP0.759473040177318","100","863","1","2021-01-28 03:22:26","ID0.146887802820538","","","","","-29.8556060791015625","31.0449066162109375","anonymous","EN","4","1","1","4","1","2","2","2","1","1","3","2","2","1","5","2","3","2","3","1","2","2","1","2","2","3","5","7","1","2","3","5","2","2","5","1","2","4","3","2","4","3","3","3","3","3","3","3","3","3","2","4","3","3","3","4","4","5","30","1","1",""
"2021-01-28 03:10:26","2021-01-28 03:22:28","0","IP-0.30986209559117","100","722","1","2021-01-28 03:22:28","ID-0.925221446566129","","","","","51.5576934814453125","-1.776702880859375","anonymous","EN","4","5","1","1","1","1","5","1","1","1","1","4","2","2","7","1","2","4","5","1","6","5","6","4","1","1","6","1","1","2","4","5","1","1","3","1","3","2","3","3","3","2","3","3","3","2","3","3","2","3","3","1","2","2","4","2","2","4","47","1","1",""
"2021-01-28 03:09:56","2021-01-28 03:22:34","0","IP-0.512386952823727","100","757","1","2021-01-28 03:22:34","ID-0.809597208101516","","","","","53.5233001708984375","-1.126800537109375","anonymous","EN","4","7","7","4","1","1","1","4","1","1","2","5","4","1","3","1","1","1","1","1","3","4","7","5","1","5","3","1","2","3","2","6","1","1","2","1","3","1","4","4","4","3","4","4","4","2","3","4","3","4","4","4","3","3","3","2","4","4","61","1","1",""
"2021-01-28 03:11:05","2021-01-28 03:22:35","0","IP1.21667278736106","100","689","1","2021-01-28 03:22:35","ID-0.434881122493964","","","","","53.8007049560546875","-2.4868011474609375","anonymous","EN","4","5","4","4","1","3","6","5","1","4","1","4","6","3","5","1","5","2","5","1","3","3","3","5","1","5","4","3","1","6","6","2","3","3","4","1","3","3","3","4","4","4","3","4","4","4","4","3","4","3","4","4","4","3","4","3","3","4","49","1","1",""
"2021-01-28 03:11:45","2021-01-28 03:22:35","0","IP0.319206669746322","100","650","1","2021-01-28 03:22:36","ID1.53092847220128","","","","","53.182403564453125","-1.7714996337890625","anonymous","EN","4","2","5","3","4","3","4","2","1","1","4","3","1","1","2","2","6","2","3","5","2","5","2","2","1","1","1","1","2","3","1","3","1","1","2","1","3","2","2","2","3","3","2","2","3","4","3","2","3","3","3","4","2","2","3","4","3","5","43","1","1",""
"2021-01-28 03:13:10","2021-01-28 03:22:47","0","IP0.653136312422519","100","577","1","2021-01-28 03:22:48","ID0.20570098018741","","","","","51.42010498046875","-0.0782012939453125","anonymous","EN","4","1","3","5","1","4","5","2","1","5","5","4","3","2","6","4","5","2","5","2","1","5","3","2","1","3","5","4","3","4","1","1","2","2","5","4","2","2","3","3","3","3","2","3","4","3","3","3","1","3","4","2","3","2","3","4","2","5","64","1","1",""
"2021-01-28 03:13:07","2021-01-28 03:22:48","0","IP0.502752253803808","100","581","1","2021-01-28 03:22:49","ID1.12858666501848","","","","","51.6468048095703125","-1.2509002685546875","anonymous","EN","4","1","2","3","1","1","2","1","1","1","2","5","5","1","2","1","2","2","3","1","3","2","2","2","1","4","2","6","1","3","1","3","3","4","5","1","3","2","3","3","3","2","3","2","3","2","2","3","3","4","3","2","2","3","3","3","2","4","22","1","1",""
"2021-01-28 03:13:00","2021-01-28 03:22:51","0","IP-0.360319746170973","100","591","1","2021-01-28 03:22:51","ID-1.2961088428018","","","","","54.0478973388671875","-2.797698974609375","anonymous","EN","4","3","5","2","1","3","5","5","3","4","7","7","4","6","6","3","3","7","6","5","1","1","7","4","1","7","2","7","6","7","2","7","4","1","5","3","3","3","3","4","3","3","3","3","4","2","4","3","3","4","4","4","3","3","4","2","4","4","59","1","1",""
"2021-01-28 03:02:51","2021-01-28 03:23:02","0","IP-1.23523561635345","100","1210","1","2021-01-28 03:23:03","ID-0.609409399850647","","","","","51.5359954833984375","-0.092498779296875","anonymous","EN","4","3","1","1","1","1","1","1","1","1","1","4","5","1","1","5","5","1","7","2","4","1","1","1","1","2","4","5","1","1","4","1","1","1","5","1","","3","3","3","2","3","2","4","3","2","4","3","2","3","2","2","2","2","2","3","3","5","28","2","1",""
"2021-01-28 03:12:10","2021-01-28 03:23:09","0","IP-0.250311684373406","100","659","1","2021-01-28 03:23:10","ID1.10132385078418","","","","","46.86700439453125","-96.750701904296875","anonymous","EN","4","1","2","2","1","2","1","4","1","5","3","2","2","5","2","3","1","1","5","1","1","1","5","1","1","3","1","6","2","1","5","3","2","6","4","1","3","2","2","4","2","2","2","2","4","1","3","2","1","4","4","1","3","2","1","4","3","5","31","1","1",""
"2021-01-28 03:12:32","2021-01-28 03:23:10","0","IP0.189962846815015","100","638","1","2021-01-28 03:23:10","ID-0.0938814134292715","","","","","51.9795989990234375","-0.2238006591796875","anonymous","EN","4","3","4","2","1","3","1","1","1","2","2","3","4","5","5","5","6","5","2","1","3","4","4","4","2","5","4","4","4","5","3","4","3","2","5","1","3","2","3","2","2","2","2","4","4","2","2","2","2","4","4","2","2","2","3","3","2","4","39","1","1",""
"2021-01-28 03:12:49","2021-01-28 03:23:13","0","IP-0.0990683635351499","100","624","1","2021-01-28 03:23:14","ID-2.14683863146495","","","","","54.9911956787109375","-1.533599853515625","anonymous","EN","4","2","7","6","1","1","4","2","3","1","5","4","6","5","6","1","5","3","1","2","1","6","6","6","2","5","1","6","2","6","3","4","2","2","5","2","2","3","4","2","3","3","3","3","3","3","2","2","2","3","3","3","2","3","3","2","3","5","40","1","1","I think I misunderstood the last question, I thought it was meaning what type of joke was it and it was from social media but the topic was babies and now not sure if it meant what type of joke was it meaning what was the subject of it and that was babies"
"2021-01-28 03:06:25","2021-01-28 03:23:21","0","IP0.965352137736305","100","1016","1","2021-01-28 03:23:22","ID-1.85756467457856","","","","","53.94549560546875","-1.117095947265625","anonymous","EN","4","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","4","1","1","2","1","1","1","3","1","2","5","3","1","5","5","3","4","1","3","2","2","3","2","3","2","4","3","3","3","2","2","1","4","3","2","2","3","3","2","4","25","1","1",""
"2021-01-28 03:09:56","2021-01-28 03:23:28","0","IP-1.26401547427828","100","811","1","2021-01-28 03:23:28","ID-1.95429546450878","","","","","53.882598876953125","-2.0493927001953125","anonymous","EN","4","2","2","5","4","1","4","2","1","2","5","5","5","2","5","2","5","5","2","4","1","4","4","5","1","2","5","4","2","2","5","2","1","2","2","1","3","2","2","2","3","3","3","3","3","3","2","2","2","3","3","3","2","2","3","3","2","4","58","1","1","not many of these were funny, sorry!"
"2021-01-28 03:11:26","2021-01-28 03:23:28","0","IP-0.900929596280766","100","721","1","2021-01-28 03:23:28","ID0.0964954405847256","","","","","39.4687957763671875","-85.664398193359375","anonymous","EN","4","1","3","2","1","3","2","6","1","1","5","2","5","5","5","2","6","2","2","3","3","1","4","3","1","2","1","6","2","4","3","1","1","1","4","1","3","3","3","2","3","4","2","4","3","3","4","3","3","3","3","4","2","3","3","3","3","4","42","1","1",""
"2021-01-28 03:15:25","2021-01-28 03:23:50","0","IP2.48131627937931","100","504","1","2021-01-28 03:23:50","ID-0.581346008811309","","","","","51.398101806640625","-0.873504638671875","anonymous","EN","4","1","1","2","3","1","6","2","1","1","2","2","5","4","2","1","5","1","2","7","3","5","5","1","1","5","6","1","1","1","2","1","1","3","4","1","","1","2","3","2","2","2","3","3","2","2","2","2","1","2","3","2","2","1","2","3","5","51","1","1",""
"2021-01-28 03:13:13","2021-01-28 03:23:56","0","IP-0.491246063525564","100","643","1","2021-01-28 03:23:57","ID-1.30234624914863","","","","","35.73699951171875","135.093109130859375","anonymous","EN","4","2","1","3","1","3","1","2","1","1","1","4","2","2","5","2","1","1","5","4","2","7","2","1","1","3","4","6","4","1","6","1","2","2","6","1","3","2","2","2","2","3","2","3","3","2","4","3","3","3","4","4","3","2","4","4","3","5","35","1","1",""
"2021-01-28 03:15:26","2021-01-28 03:24:00","0","IP-0.870145265954726","100","513","1","2021-01-28 03:24:00","ID-1.03202660873248","","","","","53.347198486328125","-6.243896484375","anonymous","EN","4","2","6","3","2","2","4","3","2","2","5","3","1","3","4","2","4","3","4","5","2","2","3","5","1","4","3","4","2","3","2","2","2","1","6","2","","3","3","3","3","4","3","3","4","3","3","3","3","4","4","3","3","3","3","3","3","5","26","1","1","N/A"
"2021-01-28 03:13:24","2021-01-28 03:24:02","0","IP0.732511397075784","100","638","1","2021-01-28 03:24:02","ID1.13079748948794","","","","","50.4380950927734375","-4.0829925537109375","anonymous","EN","4","5","3","5","2","3","1","4","1","3","3","5","5","6","5","4","6","5","6","6","4","5","4","3","1","3","3","3","7","2","3","3","5","1","6","1","3","1","2","3","2","3","3","3","3","3","3","2","1","3","3","2","2","2","1","2","2","4","19","1","1",""
"2021-01-28 03:12:34","2021-01-28 03:24:11","0","IP0.00165828364629342","100","697","1","2021-01-28 03:24:11","ID-0.607369032957478","","","","","50.9468994140625","-1.41119384765625","anonymous","EN","4","1","3","1","1","1","1","1","1","2","1","1","2","2","2","1","2","1","2","1","1","1","3","1","1","3","2","3","2","2","3","1","1","1","2","1","3","3","3","1","3","2","2","3","3","3","4","2","2","4","4","2","3","3","3","4","2","4","36","1","1","Most of these jokes I did not find funny - just to let you know, I was paying attention (and not just clicking the same response every time), I just have a different kind of humour than was presented here."
"2021-01-28 03:13:32","2021-01-28 03:24:14","0","IP0.916293863672341","100","642","1","2021-01-28 03:24:14","ID0.240229478850231","","","","","53.744598388671875","-0.335296630859375","anonymous","EN","4","2","6","5","1","1","5","4","2","3","5","6","2","2","4","1","1","4","1","1","1","3","6","5","3","6","1","7","6","7","2","3","2","5","7","1","3","3","4","3","4","3","3","3","3","2","3","4","3","3","4","3","3","3","3","4","3","4","35","1","1",""
"2021-01-28 03:15:57","2021-01-28 03:24:24","0","IP-0.0175285324431854","100","506","1","2021-01-28 03:24:24","ID-0.906666036010798","","","","","51.4091949462890625","-2.49169921875","anonymous","EN","4","5","5","6","2","1","4","1","1","2","7","6","6","5","6","4","6","1","7","7","4","6","3","4","1","1","5","6","1","6","4","4","1","5","6","4","3","2","2","3","2","3","2","2","3","3","2","2","3","2","3","3","3","2","3","3","2","5","31","1","1",""
"2021-01-28 03:07:21","2021-01-28 03:24:24","0","IP0.847069126356936","100","1023","1","2021-01-28 03:24:25","ID-0.198161233351071","","","","","51.5619964599609375","0.4535980224609375","anonymous","EN","4","4","2","4","2","1","5","1","1","3","5","1","4","1","3","1","5","1","3","2","3","1","2","2","2","1","3","3","1","1","1","1","1","1","1","1","","3","3","2","3","2","2","3","2","3","3","3","2","4","2","3","3","3","3","3","2","5","32","1","1","I did not hear the last video properly because it was too quiet and there is a sleeping baby in the room so could not turn the sound up.
Thinking about it most of the things I laugh at include animals doing funny things."
